genre,name,price,rank,rating,review_1,review_2,safety,total_review
"Chinese, Asian",Mei King Noodle Restaurant,,9650.0,4.0,“足料🍲”,,,1
"Cafe, Fast Food",Michael Kitchen,,9651.0,4.0,“外貌樸實”,,,1
"Bar, Cafe",Tong Siu Yi,,9652.0,4.0,“非常有風格”,,,1
"Cafe, Fusion",Puzzle Dining & Cafe,,9653.0,4.0,“咖啡的風味”,,,1
Chinese,Quan Xing Chao Shan Lu Wei Zhuan Men Dian,,9654.0,4.0,“好吃的鹵味”,,,1
Street Food,Chao Kee,,9655.0,4.0,“好味”,,,1
Greek,Capital Restaurant,$,9656.0,4.0,“可口美味”,,,1
,Barabnab,$$ - $$$,9657.0,4.0,“好吃的泰國菜”,,,1
"Fast Food, Street Food",Mammy Pancake,,9658.0,4.0,“很多家分店”,,,1
"Barbecue, Asian",Mr. Iron (Diamond Hill),,9659.0,3.0,“Great value & quality korean food.”,“Extremely bad attitude in 熨考達人 in HK‘s...”,,17
,Chung Chi College Student Canteen,,9660.0,4.0,“學生canteen”,,,1
"Asian, Street Food",Mammy Pancake,,9661.0,4.0,“好多款式”,,,1
Street Food,Prince Siu Mai,,9662.0,4.0,“平價好吃”,,,1
"Cafe, Fast Food",Tea Master (Central),$,9663.0,4.0,“茶香撲鼻🍃夠熱♨夠深沉☕推介「熱鴛鴦」”,,,1
"Chinese, Fast Food",Wei Lai Che Zi Mian,,9664.0,3.5,“少見的銀針粉”,“街坊車仔麵”,,2
,Fresh & Green,,9665.0,3.5,“巳少了光顧”,“綠色環境”,,3
,Macau Jockey Club Members' Club House,,9666.0,4.0,“意外驚喜”,,,1
,Mei Lin Zhi Zun Xiao Chu,,9667.0,4.0,“不過不失”,,,1
,Bodhisattva Vegetarian Restaurant,,9668.0,4.0,“較傳統的素食店，很多大枱適合家庭聚會，距離旺角地鐵站亦不遠。”,,,1
Turkish,Lbk,,9669.0,4.0,“土耳其菜”,,,1
"American, Asian",West Noodles,,9670.0,3.5,“香濃卡邦尼”,“普通意粉店”,,2
Indian,Shahjahan,$,9671.0,4.0,“好吃的餐廳”,,,1
,Sun Hing Restaurant,,9672.0,4.0,“平價美食”,,,1
Thai,Thai Yum Star,,9673.0,4.0,“街頭小食”,,,1
,E.Q Restaurant,,9674.0,4.0,“三牛午餐，味不錯但有點貴”,,,1
Chinese,Kan Kee Vegetarian Food,,9675.0,4.0,“不錯的素食”,,,1
"Chinese, Asian",Hua Yuan Niu Nan Zhuan Men Dian,,9676.0,4.0,“好味的牛腩”,,,1
,Golden Phoenix Restaurant (Tsuen Wan 81/2),,9677.0,4.0,“茶餐廳”,,,1
Chinese,Capital Restaurant,,9678.0,3.5,“團年飯”,“第一次晚飯”,,2
"Japanese, Cafe",Fuwa Fuwa Pancakes,,9679.0,3.5,“三十六蚊大大個刨冰”,“心齋橋的裝飾”,,2
"Chinese, Fast Food",Brothers,,9680.0,4.0,“型”,,,1
,Chongqing Jin Wei Xiao Chi,,9681.0,4.0,“好吃又便宜”,,,1
Chinese,Xin Cheng Xing,,9682.0,4.0,“牛什好味”,,,1
"Cafe, Asian",Xiao Bali,,9683.0,4.0,“不錯哦”,,,1
,Sun Kwong Nam Restaurant,,9684.0,3.5,“品嘗了較難自家製、味道有水準的菠蘿咕噜肉碟頭飯”,“中式小菜涼瓜牛肉和菠蘿咕噜肉，味道有水準，還附送中式例湯和熱奶茶”,,6
,Aomen Da Pai Dang,,9685.0,4.0,“茶餐廳美食”,,,1
,Yummy Noodle,,9686.0,4.0,“八餸車仔面”,,,1
"Chinese, Asian",Golden Dragon Villa,,9687.0,4.0,“便宜好吃”,,,1
,Red Ant Restaurant,,9688.0,4.0,“好久沒吃了”,,,1
,Akamaru Udon Factory,,9689.0,4.0,“好吃”,,,1
Chinese,QuanJude Roast Duck Restaurant(Fengcheng Huangyan),$$ - $$$,9690.0,3.0,“Worst service and rude staff”,“A bit disappointed”,,10
Chinese,Xin Cheng Xing,,9691.0,4.0,“牛什好味”,,,1
"Cafe, Asian",Xiao Bali,,9692.0,4.0,“不錯哦”,,,1
,Sun Kwong Nam Restaurant,,9693.0,3.5,“品嘗了較難自家製、味道有水準的菠蘿咕噜肉碟頭飯”,“中式小菜涼瓜牛肉和菠蘿咕噜肉，味道有水準，還附送中式例湯和熱奶茶”,,6
,Aomen Da Pai Dang,,9694.0,4.0,“茶餐廳美食”,,,1
,Yummy Noodle,,9695.0,4.0,“八餸車仔面”,,,1
"Chinese, Asian",Golden Dragon Villa,,9696.0,4.0,“便宜好吃”,,,1
,Red Ant Restaurant,,9697.0,4.0,“好久沒吃了”,,,1
,Akamaru Udon Factory,,9698.0,4.0,“好吃”,,,1
Chinese,QuanJude Roast Duck Restaurant(Fengcheng Huangyan),$$ - $$$,9699.0,3.0,“Worst service and rude staff”,“A bit disappointed”,,10
"Italian, French",Royal Restaurant,$,9700.0,4.0,“扒房”,,,1
,Richland restaurant,$,9701.0,4.0,“便宜”,,,1
,Nadai Unatoto(Whampoa),,9702.0,4.0,“手軽な鰻屋さん”,,,1
Chinese,Fung Shing Restaurant,$$$$,9703.0,4.0,“非常好吃”,,,1
,Wako Teppanyaki Izakaya,,9704.0,4.0,“非常舒適”,,,1
Asian,Shanghai Dumpling,,9705.0,3.5,“小籠包皮厚”,“New Restaurant”,,2
"American, Cafe",Harmonic Cafe,,9706.0,4.0,“非常舒適”,,,1
"Cafe, Central Asian",Congteakafe,,9707.0,4.0,“環境舒適乾淨”,,,1
Japanese,Rakuraku Ramen,,9708.0,4.0,“湯底好喝”,,,1
Chinese,Zha Hua Xuan,,9709.0,4.0,“越食越香”,,,1
"Japanese, Sushi",Tokachi Gyuu Japanese Restaurant,,9710.0,4.0,“份量十足”,,,1
"Japanese, Fast Food",Yu He An,,9711.0,4.0,“非常驚喜”,,,1
Japanese,Shuran Japanese Restaurant,$$$$,9712.0,4.0,“舒服的用餐環境”,,,1
Japanese,Maruju Sushi Japanese Shokudo,,9713.0,4.0,“適合長者小朋友用餐”,,,1
Japanese,Oi Yeh Shou Japanese Restaurant,$$ - $$$,9714.0,4.0,“服務很好”,,,1
Japanese,Octopus Ball,$,9715.0,4.0,“非常精緻”,,,1
"Chinese, Japanese",Cafe Yuanyang,$,9716.0,4.0,“型格”,,,1
Japanese,Home Kitchen,$$ - $$$,9717.0,4.0,“乾淨舒適”,,,1
"Chinese, Street Food",Xinqiao Meishi Wu,,9718.0,4.0,“環境舒適”,,,1
Cafe,A Cafe Bar & Sports,,9719.0,4.0,“咖啡很好”,,,1
Chinese,Fortune Villa,$$$$,9720.0,4.0,“吃得很滿意”,,,1
Chinese,Fortune Villa,$$$$,9721.0,4.0,“吃得很滿意”,,,1
Steakhouse,Stable Steak House,$$$$,9722.0,4.0,“視覺滿足”,,,1
,Memorable After A Try,,9723.0,4.0,“真係一試難忘”,,,1
Central Asian,Foodium,,9724.0,4.0,“少許擠迫”,,,1
Fast Food,Boss House (Kolour Tsuen Wan),$,9725.0,4.0,“瑞士汁雞翼撈一丁”,,,1
,Liu Yi Chong Qing Hot Pot,,9726.0,4.0,“Very nice Hot Pot Restaurant in Wanchai”,,,1
,Fei Ge Che Zi Mian,,9727.0,4.0,“好吃的車仔麵”,,,1
"Cafe, Fast Food",Fairwood (Chi Lok),,9728.0,4.0,“連鎖餐廳”,,,1
,Lai Duo Wan Che Zi Mian,,9729.0,4.0,“份量少但有質素”,,,1
,Tsui Woo Seafood Restaurant,,9730.0,4.0,“不錯的選擇”,,,1
"Asian, Thai",Hawkr (Three Pacific Place),$$ - $$$,9731.0,3.5,“Light lunch on the go”,“不錯”,,2
,My Life Style,$,9732.0,4.0,“味道尚可以﹐但不建議堂食”,,,1
,KFC (Fortune Kingswood),,9733.0,3.5,“Good”,“狂惹香燒雞套餐”,,6
"Japanese, Bar",Hikari Bartaurant,,9734.0,4.0,“Nice bar”,“The Best Place in town!!!!”,,2
Chinese,Traditional Pig Bone Pot,$$ - $$$,9735.0,3.5,“值得推介”,“ok”,,2
Vietnamese,Pho Thanh Nha,,9736.0,4.0,“顺化湯粉”,“牛肉河”,,2
Chinese,Lao Shanghai Huntun Pu,,9737.0,4.0,“正宗上海雲吞麵”,,,1
Fast Food,Euro Pastry Restaurant,,9738.0,4.0,“方便”,,,1
Japanese,Ajisen Ramen,,9739.0,4.0,“連鎖餐廳”,,,1
"Chinese, Seafood",Drink Qi Guo,$$$$,9740.0,4.0,“養生蒸鍋”,,,1
"Thai, Seafood",Jaunty Restaurant,$$ - $$$,9741.0,4.0,“好味泰菜”,,,1
Chinese,As You Like Restaurant,,9742.0,4.0,“又是火鍋的季節”,,,1
,Golden Valley,,9743.0,4.0,“陳皮美食”,,,1
Chinese,Qiao Xiangyuan Yunnanguo Qiao Xiaoguo Mi Xian,,9744.0,4.0,“過橋小鍋米線”,,,1
Japanese,Menya Musashi (Moko),,9745.0,4.0,“拉面很好吃”,,,1
Chinese,Hot Pot Moment,,9746.0,4.0,“不限時，價錢合理”,,,1
"Italian, Asian",Sparks,$$ - $$$,9747.0,3.5,“高格調西餐廳”,“不會再去了”,,2
Thai,Thai Thai Kitchen,,9748.0,4.0,“慕名已久的泰國餐廳”,,,1
Fast Food,Busy Bee,,9749.0,3.5,“下午茶”,“抵食”,,2
"American, Spanish",Brother's Chef,,9750.0,4.0,“用心西餐廳”,,,1
,He Ji Hai Xian Fan Dian,,9751.0,4.0,“一家人的聚餐”,,,1
,Xin Hua Bao Cheng Can Ting,,9752.0,4.0,“老街的店”,,,1
Chinese,Sichuan House,$$ - $$$,9753.0,4.0,“有名的店”,,,1
Cafe,Cesto Cafe,$,9754.0,4.0,“休息一下”,,,1
,Bao Dim Tat Yan,,9755.0,4.0,“Great Dim Sum take out”,,,1
,Fenyue Tang(Jingdu Plaza),,9756.0,3.5,“食環境”,“傳統日式cafe”,,3
Chinese,Holly Restaurant,$$ - $$$,9757.0,3.0,“Small restaurrant with good Chinese food”,“Holly Restaurant is no longer here”,,12
,Zheng Kee,,9758.0,3.5,“大澳打卡靚位”,“很久沒吃了”,,3
,Yumai,,9759.0,3.5,“魚肉午餐”,“好吃又好味”,,2
,Meijing Niuza Rice Noodle,,9760.0,4.0,“老店”,,,1
Chinese,Kong Fai Restaurant,,9761.0,4.0,“便宜的茶餐廳”,,,1
,Xinxing Mian Jia,,9762.0,4.0,“平價麵家”,,,1
"Asian, Thai",Dou Yi Yi Tai Guo Zhao Pai Chuan He,,9763.0,4.0,“好吃的泰菜”,,,1
,Alba Cafe,,9764.0,4.0,“休息的好去處”,,,1
Japanese,S.A.E Culinary Complex,$$$$,9765.0,4.0,“和食晚聚”,,,1
Sushi,Tokyo Street Limited,,9766.0,4.0,“壽司拼盤”,“支持小本經營”,,3
"Chinese, Seafood",ChezFuGourment,,9767.0,4.0,“點心”,,,1
"Chinese, Asian",Lian Wen Ji Bing Shi,,9768.0,4.0,“花膠雞”,,,1
"Cafe, Asian",Golden Sweet House,,9769.0,4.0,“芋圓西米露”,,,1
Chinese,Far Clot King,$$ - $$$,9770.0,4.0,“花膠很入味”,,,1
,Fanstit Food Hous,$,9771.0,4.0,“小食店”,,,1
Chinese,Eryi Tower Southen China Provinces Food,$$ - $$$,9772.0,4.0,“客家菜”,,,1
"French, German",Off Town Kitchen,$$ - $$$,9773.0,3.5,“《 西 營 盤 值 回 票 價 隱 世 小 店 》”,“Long lunch”,,3
,McDonald's (Cameron Road),,9774.0,3.5,“24時間営業”,“WIFIも使えます”,,3
Japanese,Izumisake Japanese Restaurant,,9775.0,4.0,“大大件抵食下午茶”,,,1
Japanese,Japan Boat,,9776.0,4.0,“街頭小食”,“美味章魚燒”,,2
Chinese,Chengdu Xiao Xiang,,9777.0,3.5,“四川風情”,“抵食午餐之選”,,2
"Chinese, Asian",Windsor Cafe,,9778.0,4.0,“They aim to please”,,,1
Cafe,Ground Public,,9779.0,3.5,“讓人心情愉悅”,“悠閒”,,2
,Chun Shui Tang (Citygate),,9780.0,3.5,“還是來飲一杯珍珠鐵觀音奶茶就好了”,“春水堂的名物～珍珠奶茶”,,3
,Chun Shui Tang (Citygate),,9781.0,3.5,“還是來飲一杯珍珠鐵觀音奶茶就好了”,“春水堂的名物～珍珠奶茶”,,3
,Hewlett 509,,9782.0,4.0,“A very nice up-stair cafe in Kwun Tong”,,,1
,Itacho Sushi,,9783.0,4.0,“Good Sushi option in Mongkok”,“Another good Itacho Sushi”,,2
Chinese,Chor Kee,$,9784.0,4.0,“好吃的燒臘”,,,1
Chinese,Special Drink Shop,$,9785.0,4.0,“不能錯過”,,,1
Cafe,Pacific Coffee Company,,9786.0,4.0,“Kennedy Town location”,,,1
,Master Chan Dim Sum Specialists,,9787.0,4.0,“陳師傅點心專門店”,,,1
"Cafe, Fast Food",Cafe De Coral (H.A.N.D.S),,9788.0,4.0,“順道一試”,,,1
Italian,Tuscany,,9789.0,3.5,“Good food but horrible service”,"“Great location, good creations, but...”",,7
Vietnamese,Yueshi Yuezhan,,9790.0,3.5,“Nice Food”,“Good and pleasant”,,4
"Italian, Singaporean",Hainan South,$$ - $$$,9791.0,4.0,“意大利菜”,,,1
,Sushi Ketsu,,9792.0,4.0,“會再來”,,,1
Chinese,Yan Wo Dou Bun Chong,,9793.0,3.5,“食豆腐”,“很有歷史的店”,,2
"Cafe, International",Liaotistic Cafe,,9794.0,4.0,“舒適乾淨”,,,1
Cafe,Homing People,,9795.0,4.0,“順口好喝”,,,1
Chinese,Praise Spot Dim Sum Cuisine,,9796.0,4.0,“好吃的點心”,,,1
Asian,Wan Kwai Fung,,9797.0,4.0,“雲桂風正宗雲南米線”,,,1
"Healthy, Street Food",Energy Fresh Fruit Shop,,9798.0,4.0,“下午茶”,,,1
"Japanese, Seafood",Mou Mou Club,,9799.0,4.0,“抵食的牛涮鍋”,,,1
"Chinese, Asian",Jin Pin Wei,,9800.0,4.0,“超級好吃酸菜魚！”,,,1
,Farm Milk Co. Ltd.,,9801.0,4.0,“優閙農場”,,,1
,Good Fortune Noodle,,9802.0,4.0,“用料講究”,,,1
,Banh Mi Kitchen,,9803.0,4.0,“好味越南法式包”,,,1
Chinese,Grandplace,$,9804.0,4.0,“油蟹仔帶子冇調味”,,,1
"Chinese, Fast Food",Tai Hing,,9805.0,4.0,“太興”,,,1
Central-Italian,Italian Tomato Cafe (Tin Shui Wai),,9806.0,4.0,“不錯的外賣”,,,1
"French, Cafe",Agnes b. Le Pain Grille,,9807.0,4.0,“一種享受”,,,1
Chinese,Shing Kitchen,,9808.0,3.5,“環境服務唔錯，食物有水準”,“同事午餐”,,3
French,Cafe Eos Brasserie,,9809.0,5.0,“really lovely place for a western...”,,,1
"Asian, Taiwanese",Bafang Dumpling,,9810.0,4.0,“八方雲集”,,,1
Chinese,Yu Le San Fan,,9811.0,4.0,“有趣的餐廳”,,,1
,HealthWorks,,9812.0,4.0,“健康工房”,,,1
"Japanese, Sushi",Igarashi Japanese Restaurant,,9813.0,4.0,“日式料理”,,,1
Italian,PizzaBird,$,9814.0,4.0,“方便的pizza”,,,1
Asian,Sonyiuwa Oyster Bar,,9815.0,4.0,“好吃的生蠔”,,,1
"Asian, Diner",Slow Cook Good Food,,9816.0,4.0,“無味精的午餐”,,,1
,Kam Ho Restaurant,,9817.0,4.0,“好味下午茶”,,,1
Chinese,Wah Kee Canteen,$,9818.0,4.0,“平價餐廳”,,,1
Japanese,Qiu Tian,,9819.0,4.0,“日式料理”,,,1
,Alcove Simple Gourmet Studio,,9820.0,4.0,“有意思的中菜館”,,,1
Thai,Mei Tai Yuan,,9821.0,4.0,“好味泰菜”,,,1
Spanish,La Cobi Restaurant & Tapas,$$ - $$$,9822.0,4.0,“好吃的西餐”,,,1
,Deng Mama Guo Qiao Shui Jiao,,9823.0,4.0,“鄧媽媽過橋水餃”,,,1
Chinese,I Love U Mixian,,9824.0,4.0,“大角咀抵食米線”,,,1
"Chinese, Asian",Jade Garden (Taikoo),$$$$,9825.0,3.5,“No Sensitivity on Hygiene - Serious...”,"“Food are just average, services are not...”",,12
,Sha Tau Kok Seaview Private Kitchen,,9826.0,4.0,“海景私房菜”,,,1
"Cafe, Asian",Xingyun Lai Canting,,9827.0,4.0,“幸運來餐廳”,,,1
Chinese,Jardine's Kitchen,,9828.0,4.0,“不錯的小菜”,,,1
Chinese,Zuk Tei Kitchen,,9829.0,4.0,“主打水餃擔擔麵，製作過程在眼前”,,,1
,Nice Friend Restaurant,$,9830.0,4.0,“味道還可以”,,,1
"Chinese, Seafood",Ming Hao Hot Pot,,9831.0,4.0,“家庭聚餐”,,,1
"Cafe, Diner",Love Cafe Lafayette Wedding,,9832.0,4.0,“婚宴”,,,1
Chinese,Popular Skill,$,9833.0,4.0,“菜色豐富”,,,1
Japanese,Morikawa Bento (Tai Koo),$,9834.0,4.0,“很舒服”,,,1
,Biao Kee Wonton Noodle,,9835.0,4.0,“地道小食”,,,1
Healthy,S Z Vegetarian Restaurant,,9836.0,4.0,“素菜”,,,1
Chinese,Minh & Kok,,9837.0,3.5,“Average Minh & Kok”,“还算可以”,,3
"Chinese, Japanese",Cafe Fortune Come,$,9838.0,4.0,“懷念懷念”,,,1
Japanese,TakiTsu Japanese Restaurant,,9839.0,4.0,“新鮮的食材”,,,1
Thai,Crazy Noodle,,9840.0,4.0,“湯底不錯”,,,1
Thai,Crazy Noodle,,9841.0,4.0,“湯底不錯”,,,1
Chinese,Lao Ji Tang,,9842.0,4.0,“不算貴”,,,1
"Chinese, Fast Food",Wang Kee Restaurant,,9843.0,3.5,“燒味飯”,“午餐”,,3
"Japanese, Sushi",Yu San,,9844.0,4.0,“質素高”,,,1
,Spirit Sports Bar,,9845.0,4.0,“cool sports bar with good drinks deals”,,,1
,Yau Yau Farm,,9846.0,4.0,“世外桃源”,“不平凡的燒烤食物”,,2
"Asian, Korean",MeokBang Taste,,9847.0,4.0,“午餐”,,,1
Steakhouse,Le Steak Specialiste,,9848.0,4.0,“情調多國西餐廳，放慢節奏心變輕”,,,1
,Friendship,$,9849.0,4.0,“即叫即整”,,,1
Thai,GoodWill Thai Restaurant,,9850.0,4.0,“性價比高”,,,1
Chinese,Law Fu Kee,,9851.0,4.0,“行きつけ店の一つです。”,,,1
,Cafe de Itamomo,,9852.0,4.0,“Good for Breakfast”,,,1
,Bijin Nabe (Kwun Tong),,9853.0,3.5,“特別的火鍋店”,“比較新穎的日式火鍋”,,2
,Qi Xi Zhou Mian Xiao Chu,,9854.0,4.0,“平價小菜”,,,1
Chinese,Golden City Kitchen,,9855.0,4.0,“大圍第一小菜館”,,,1
"Italian, Cafe",Simplylife Bakery Cafe,,9856.0,4.0,“Good morning begins with good breakfast!”,,,1
"Japanese, Fast Food",Lung Ramen,,9857.0,4.0,“叉燒大份”,,,1
Chinese,The Samintis,,9858.0,4.0,“小菜午餐”,“好介紹”,,2
,Teddy's Cafe,,9859.0,3.5,"“good for doggie lover, easy parking !”",“幽靜”,,2
Chinese,Wei Dao Jie,,9860.0,3.5,“來試一下”,“下午茶”,,2
Chinese,Bauhinia Restaurant,$,9861.0,4.0,“便宜的酒樓”,,,1
Japanese,Mellow Brown Coffee,,9862.0,4.0,“有特色的咖啡廳”,,,1
"Chinese, Asian",Bread Show,,9863.0,3.5,“パンは美味しかったけれど。”,“麵包秀”,,2
Cafe,Happy Hour Cafe @The Tanner Hill,,9864.0,4.0,“Coffee with a Big Heart”,,,1
Japanese,Gonpachi,,9865.0,4.0,“High quality cuisine”,,,1
,8Pots HK (Kimberley Road),,9866.0,3.5,“Taiwanese Hot Pot”,“一人一鍋唔駛爭”,,2
,Original Taste Workshop (KCC),,9867.0,4.0,"“湯略為清淡,飲完冇口渴,真的無加味精”",,,1
Chinese,Hei Yuet Palace,$$ - $$$,9868.0,4.0,“喜悅皇宮”,,,1
"Italian, Pizza",Daddyos,$$ - $$$,9869.0,4.0,“意大利菜”,,,1
Japanese,Akita Crab Shabu Shabu Specialist,,9870.0,4.0,“鍋物料理”,,,1
Chinese,Beijing Restaurant,$$ - $$$,9871.0,4.0,“很好吃”,,,1
Japanese,Ebisu Japanese Restaurant,,9872.0,4.0,“成日滿座”,,,1
Street Food,Chongqing Xiao Shi,,9873.0,4.0,“有料到”,,,1
"Chinese, Fast Food",Tai Hing (New Kowloon Plaza),,9874.0,4.0,“集團式茶餐廳”,,,1
Chinese,Akwok Restaurant,$,9875.0,4.0,“便宜的茶餐廳”,,,1
,Chef Cafe,$,9876.0,4.0,“休息一下”,,,1
"Fast Food, Asian",Show Sweet,,9877.0,4.0,“多元新潮甜品鋪，可可榴槤味道好”,,,1
Japanese,Wakayama,,9878.0,3.0,“Incredible Sushi & Sashimi”,“there are better ramen places out there...”,,18
"Japanese, Sushi",Kyoto Japanese Restaurant,,9879.0,3.5,“抵食”,“好吃的日本料理”,,2
Chinese,Neway Restaurant,$,9880.0,4.0,“很舒服的咖啡屋”,,,1
"Chinese, Seafood",Wohoho Hotpot,,9881.0,4.0,“好吃的鍋”,,,1
Italian,Petite House - Kowloon Bay,,9882.0,4.0,“好吃”,,,1
Indian,Smrat Pure Veg- Hunghom,$$ - $$$,9883.0,4.0,“好吃的薄餅”,,,1
"Seafood, Vietnamese",Ha Noi,,9884.0,4.0,“越南菜”,,,1
Central Asian,BBQ Pork Restaurant,,9885.0,4.0,“叉燒很好味”,,,1
Chinese,Chan Kuen Kee Restaurant,,9886.0,4.0,“便宜不錯”,,,1
Japanese,Feng Japanese Restaurant,$$ - $$$,9887.0,4.0,“日本料理”,,,1
Chinese,Tasty Noodles,,9888.0,4.0,“很好吃的面”,,,1
"Chinese, Seafood",Chan Sze Kee,,9889.0,3.5,“好味道的茶餐廳”,“中環的大排檔”,,3
,Eden,$$ - $$$,9890.0,4.0,“Excellent Cuisine”,“Bien!”,,2
,The Whiskey Priest,,9891.0,3.5,"“Cozy, but packs a punch”",“威士忌”,,4
Japanese,Chuk Hoh Japanese Restaurant,$,9892.0,4.0,“很高級的店”,,,1
,Kandeo Restaurant,$,9893.0,4.0,“便宜之選”,,,1
,Ming Kee Sea Food Restaurant,,9894.0,4.0,“朋友的生日宴”,,,1
Chinese,Lian Yuan,,9895.0,3.5,“Flat noodles pretty good”,“K11高質中菜下午茶”,,2
Chinese,Carnival Seafood Restaurant (Tai Po),,9896.0,4.0,“快樂的家庭聚餐”,,,1
"Asian, Malaysian",Spice Papa,,9897.0,4.0,“好吃的東南亞菜”,,,1
,Puff-Pastry & Cookies,$,9898.0,4.0,“好吃的曲奇”,,,1
Chinese,Lung Fung Kitchen,,9899.0,3.5,“聚餐”,“有大枱”,,2
Japanese,Daimaru Ramen,,9900.0,4.0,“Hong Kong Cuisine📍Tai Kok Tsui 🍜 Ramen...”,,,1
,Furyu Izakaya,$$ - $$$,9901.0,4.0,“日本的味道”,,,1
,Wulong Restaurant,,9902.0,4.0,“鯇魚片粥”,“肉丸粥”,,4
"Asian, Taiwanese",Taiwanese Hotpot,,9903.0,4.0,“清潤椰子鷄鍋”,,,1
Japanese,San Pin,,9904.0,4.5,“出色的手作串燒！朋友都大讚！”,“美食Sake會！熱情款待！”,,3
,Yaadgar Kebabs and Curries,,9905.0,3.5,“Worth a try in Sai Kung”,“手抓餅和咖哩都做得很不錯”,,2
,MOS Burger (Ma On Shan),,9906.0,3.5,“Consistent and pretty good alternative to...”,“MOS Burger has arrived in Ma On Shan”,,2
Chinese,Hei Yuet Palace,$$ - $$$,9907.0,4.0,“家庭聚”,,,1
Cafe,Knockbox Coffee Company,$$ - $$$,9908.0,3.0,“Casual coffee shop and cafe in Central”,“《中環咖啡店 | ”FRUITY”與”NUTTY”之選擇 | 🎗》”,,6
Chinese,Chung Bom Hobbier,$,9909.0,4.0,“清熱解毒”,,,1
,Best Restaurant,$,9910.0,4.0,“性價比很高”,,,1
,Wah Kee Congee Shop,,9911.0,4.0,“中式粥店”,,,1
"Italian, Chinese",Hainan South,$$ - $$$,9912.0,4.0,“煙煙韌韌糯米飯😋”,,,1
Chinese,Fu Kee,,9913.0,3.5,“持ち帰りは追加料金1HKD”,“平價茶餐廳”,,2
"Cafe, British",Cafe 8 - Nesbitt Centre,,9914.0,4.0,“很不錯”,,,1
Greek,Capital Restaurant,$,9915.0,4.0,“平價餐廳”,,,1
,Frank Cafe,$$ - $$$,9916.0,4.0,“性價比很高”,,,1
,Cafe 330,,9917.0,4.0,“咖啡味道香醇”,,,1
Chinese,Cloud Cafe,,9918.0,4.0,“咖啡很好”,,,1
International,Backenheim Bakery & Cafe,,9919.0,4.0,“乾淨整潔的地方”,,,1
"Thai, Eastern European",At square,,9920.0,4.0,“真材實料”,,,1
Chinese,Cafe 100%,,9921.0,4.0,“靜靜地喝咖啡”,,,1
Chinese,Snake Soup,,9922.0,4.0,“好味蛇更”,,,1
,Xia Mian Guan (KCC),,9923.0,3.5,“OK Food in an Industrial Area”,“12點45分前埋單有8折”,,2
,Brother 3 (Mong Kok),,9924.0,4.0,“靈活雙拼．滋味柲制老鴨鍋►旺角老三火鍋”,,,1
,Choi Kee Restaurant (Mong Kok),,9925.0,4.0,“便宜的茶餐廳”,,,1
American,The Diner (Sai Kung),,9926.0,4.0,“另一個空間”,,,1
"French, Fusion",Grande Maison,,9927.0,4.0,“悠閒放鬆”,,,1
,Big Big Kitchen,,9928.0,4.0,“溫馨舒服”,,,1
,Casserole Buddies,,9929.0,4.0,“氣氛寧靜”,,,1
Chinese,Tastefull Kitchen,,9930.0,4.0,“慕名而來”,,,1
"Chinese, Asian",The Dining Room (Fortune City One Plus),,9931.0,4.0,“有水準”,,,1
"Chinese, Soups",Ah Loy Noodles,,9932.0,4.0,“好吃的面”,,,1
,Tastefull Kitchen (Golden Era Plaza),,9933.0,4.0,“平價之選”,,,1
Chinese,YP Chicken Pot Premium,,9934.0,4.0,“非一般的雞煲”,,,1
"Bar, Pub",Bar Pacific 63rd Shop,$$ - $$$,9935.0,4.0,“物有所值”,,,1
Chinese,Eat or Else,,9936.0,4.0,“獨特的味道”,,,1
"European, Portuguese",Muk Au Restaurant,$$ - $$$,9937.0,3.5,“適合悠閒放鬆”,“舒服怡人”,,3
French,Caribbean Restaurant,$$ - $$$,9938.0,4.0,“性價比高”,,,1
,Cafe Connaisseur,$,9939.0,4.0,“休息一下”,,,1
,A Bo Luo(Anjiyuan Shopping Mall),$,9940.0,4.0,“夏天之選”,,,1
,Pacific Bar,,9941.0,4.0,“Pacific Bar at Conrad Hotel”,,,1
"Pub, Gastropub",Rong Kee Chaozhou,,9942.0,4.0,“潮州菜”,,,1
,Jester Resraurant,$$ - $$$,9943.0,4.0,“有情調的餐廳”,,,1
,Xin Rong Ji Restaurant,,9944.0,4.0,“Wonderful restaurant in wan chai”,,,1
International,Bel,,9945.0,4.0,“下午茶”,“有驚喜的西多士”,,2
"Chinese, Asian",Ka Ho Restaurant,,9946.0,3.5,“Very traditional Chinese restaurant”,“不錯的點心飲茶據點”,,4
Fast Food,Cafe de Coral,,9947.0,3.5,“銀針粉早餐”,“有心思”,,2
Japanese,Nakamura Tokichi (Mira Place),,9948.0,3.5,“Hong Kong Cuisine📍Tsim Sha Tsui...”,“過江龍日本甜品店”,,2
"Cafe, European",Alternative Cafe,,9949.0,4.0,“氣氛浪漫”,,,1
Chinese,Yue Kong Restaurant,,9950.0,4.0,“生日聚餐”,,,1
Chinese,Monster Spicy,,9951.0,4.0,“恆安街市口水雞，好味川菜有得揮”,,,1
Chinese,Lao Shanghai Huntun Pu,,9952.0,4.0,“價錢合理”,,,1
"Chinese, Cafe",Mak Sun Kee,,9953.0,4.0,“兒時的味道”,,,1
"Cafe, Fast Food",Sanyang (International Plaza),,9954.0,4.0,“奶茶有特色”,,,1
,Maria's,$,9955.0,4.0,“老牌餅家”,,,1
